"","GEOID","SFHA","Flood.Factor"
"1355","12071010102",0.08895211,0.60455192
"1356","12071010103",0.349556753,0.870415435
"1357","12071010104",0.544181034,0.997844828
"1358","12071010105",0.949790444,0.997233864
"1359","12071010201",0,0.117408236
"1360","12071010203",0.0016072,0.074895532
"1361","12071010204",0.045529498,0.133657017
"1362","12071010302",0.012494962,0.117291415
"1363","12071010303",0,0.994851995
"1364","12071010304",0.380380162,0.840069915
"1365","12071010305",0.667096774,0.993548387
"1366","12071010306",0,0.535273973
"1367","12071010307",0,0.322092223
"1368","12071010404",0,0.982132102
"1369","12071010405",0,0.992844806
"1370","12071010406",0.996556918,0.99505057
"1371","12071010407",0.98989899,0.999222999
"1372","12071010409",0.481642643,0.995784607
"1373","12071010410",0.697600176,0.997137825
"1374","12071010411",0.568591224,1
"1375","12071010412",0.722058203,1
"1376","12071010501",0.198697068,1
"1377","12071010502",0.750111957,1
"1378","12071010601",0,1
"1379","12071010602",0.547139404,1
"1380","12071010701",0.73359409,1
"1381","12071010702",0.828507795,1
"1382","12071010801",0.99843872,1
"1383","12071010802",1,0.998742138
"1384","12071010803",1,1
"1385","12071020101",0.395604396,0.128064243
"1386","12071020102",0.227078385,0.163895487
"1387","12071020201",0.363070539,0.137966805
"1388","12071020202",0.555555555,0.217901235
"1389","12071020300",0.326609775,0.385570209
"1390","12071020400",0.551576697,0.747728487
"1391","12071020501",0.674377224,0.352313167
"1392","12071020502",0.711901625,0.812472552
"1393","12071020600",0.966612377,0.830618893
"1394","12071020700",0.572368421,0.83097166
"1395","12071020800",0.56354916,0.103597122
"1396","12071030100",0.526391902,0.263919017
"1397","12071030201",0.627272727,0.128977273
"1398","12071030202",0.50995106,0.31908646
"1399","12071030203",0.280528053,0.179317932
"1400","12071030204",0.681666667,0.285
"1401","12071030300",0.258088509,0.229081443
"1402","12071040108",0.01598721,0.098321343
"1403","12071040109",0,0.290917069
"1404","12071040110",0.552119129,0.052691867
"1405","12071040111",0,0.05856833
"1406","12071040112",0.391483003,0.127007845
"1407","12071040113",0.430979979,0.573234984
"1408","12071040114",0.046730572,0.087127696
"1409","12071040115",0.037330122,0.24445209
"1410","12071040116",0,0.035506241
"1411","12071040117",0.056355667,0.050093926
"1412","12071040118",0.25974026,0.206926407
"1413","12071040119",0.92620176,0.146919431
"1414","12071040120",0,0.287296898
"1415","12071040121",0,0.194530444
"1416","12071040122",0,0.286308781
"1417","12071040123",0.113560268,0.101283482
"1418","12071040124",0,0.235973154
"1419","12071040125",0,0.234080189
"1420","12071040126",0,0.260638298
"1421","12071040127",0.033388982,0.233055092
"1422","12071040203",0,0.257578444
"1423","12071040205",0.000994935,0.151591896
"1424","12071040206",0.084545147,0.040581671
"1425","12071040207",0.494223061,0.3237444
"1426","12071040208",0.045688073,0.270275229
"1427","12071040209",0.401148482,0.300348646
"1428","12071040210",0.000318016,0.296549531
"1429","12071040301",0,0.251103333
"1430","12071040302",0,0.288421539
"1431","12071040303",0,0.209465649
"1432","12071040304",0,0.118012422
"1433","12071040305",0,0.216689098
"1434","12071040308",0,0.299548222
"1435","12071040309",0,0.136562045
"1436","12071040310",0,0.209357418
"1437","12071040311",0,0.200955414
"1438","12071040312",0,0.346082949
"1439","12071040313",0,0.253896637
"1440","12071040314",0,0.263183895
"1441","12071050103",0.691542289,0.902487562
"1442","12071050104",0.234946871,0.875442739
"1443","12071050105",0.989907485,0.997476871
"1444","12071050106",0.99364945,0.99661304
"1445","12071050203",0.822094692,0.179698709
"1446","12071050204",0,0.0875
"1447","12071050205",0.573346117,0.790028763
"1448","12071050206",0.634028892,0.164526485
"1449","12071050207",0.008320726,0.02118003
"1450","12071050208",0.639898563,0.235418428
"1451","12071050209",0.450546022,0.125117005
"1452","12071050305",0.899297424,0.975995316
"1453","12071050306",0.567692308,0.194358974
"1454","12071050307",0.133280757,0.058753943
"1455","12071050308",0.293173551,0.484057351
"1456","12071050310",0.0172653,0.231540003
"1457","12071050311",0.020221084,0.070099757
"1458","12071050312",0.117647059,0.352517986
"1459","12071050313",0.305042613,0.497869318
"1460","12071050314",0.284867641,0.451995259
"1461","12071050400",0.575417602,0.625031164
"1462","12071050500",0.407114624,0.518115942
"1463","12071050601",0.703201303,0.776451438
"1464","12071050602",0.351635953,0.421963144
"1465","12071060101",0.998635744,0.989085948
"1466","12071060102",0.998886414,0.996659243
"1467","12071060201",1,1
"1468","12071060202",1,0.973429952
"1469","12071060203",1,0.997997998
"1470","12071060300",1,0.978930308
"1471","12071070101",0.718103883,0.984367121
"1472","12071070102",0.610124569,0.982242248
"1473","12071070200",0.976596181,0.994251694
"1474","12071080100",0.969484392,0.958611014
"1475","12071080202",0.99795501,0.998466258
"1476","12071080203",0.986427795,0.997828447
"1477","12071080204",0.995316159,0.993442623
"1478","12071080300",0.4848,0.5968
"1479","12071090100",0.993359894,0.940239044
"1480","12071980000",0,0.05
"1481","12071990000",1,0
"1482","12073000200",0.001521298,0.094320487
"1483","12073000301",0.003144654,0.056603774
"1484","12073000302",0.220566319,0.200447094
"1485","12073000303",0.014370246,0.053254438
"1486","12073000400",0.007326007,0.194139194
"1487","12073000500",0.004889976,0.068459658
"1488","12073000600",0.031876138,0.196721311
"1489","12073000700",0.005474453,0.062043796
"1490","12073000800",0,0.157590759
"1491","12073000901",0.036891117,0.089899713
"1492","12073000903",0.004815409,0.133226324
"1493","12073000904",0.049273532,0.085912824
"1494","12073000905",0.001061571,0.067940552
"1495","12073001001",0.217821782,0.255775578
"1496","12073001002",0.299442897,0.331476323
"1497","12073001101",0.010075567,0.028967254
"1498","12073001102",0.167871486,0.172690763
"1499","12073001200",0.023529412,0.163235294
"1500","12073001300",0.090909091,0.318181818
"1501","12073001401",0,0.048628429
"1502","12073001402",0.003194888,0.089456869
"1503","12073001500",0.006169031,0.096853794
"1504","12073001601",0.01537279,0.083781706
"1505","12073001602",0.02434337,0.094170404
"1506","12073001700",0.036070854,0.126247987
"1507","12073001801",0.00845666,0.081395349
"1508","12073001802",0.012132524,0.140923938
"1509","12073001901",0.120879121,0.15018315
"1510","12073001902",0.076872101,0.077534791
"1511","12073002003",0.163346613,0.306772908
"1512","12073002004",0.086444008,0.145383104
"1513","12073002005",0.006734007,0.094276094
"1514","12073002006",0.208258528,0.160682226
"1515","12073002101",0.039366054,0.137014315
"1516","12073002103",0.009259259,0.11882716
"1517","12073002104",0.207715134,0.234421365
"1518","12073002201",0.021091812,0.05707196
"1519","12073002205",0.030881755,0.073953677
"1520","12073002206",0.028735632,0.061063218
"1521","12073002207",0.01536643,0.062647754
"1522","12073002208",0.039091389,0.076597993
"1523","12073002302",0.051099227,0.070707071
"1524","12073002303",0.131786772,0.083415597
"1525","12073002304",0.063958513,0.053586863
"1526","12073002403",0.07519789,0.095646438
"1527","12073002408",0.053823529,0.079705882
"1528","12073002410",0.011462632,0.047684548
"1529","12073002411",0.118971061,0.084673098
"1530","12073002412",0.012976256,0.048868029
"1531","12073002413",0.075290897,0.056810404
"1532","12073002414",0.050347222,0.112268519
"1533","12073002415",0.058455115,0.118475992
"1534","12073002416",0.019820972,0.068414322
"1535","12073002417",0.017685386,0.043437791
"1536","12073002505",0.021446746,0.066157761
"1537","12073002507",0.153022188,0.134659526
"1538","12073002508",0.078858351,0.082663848
"1539","12073002509",0.001939864,0.088263822
"1540","12073002510",0.044008484,0.066277837
"1541","12073002511",0.004848484,0.084848485
"1542","12073002512",0.046687697,0.102839117
"1543","12073002513",0.019649123,0.051929825
"1544","12073002603",0.120743034,0.257850509
"1545","12073002604",0.104333869,0.288924559
"1546","12073002605",0.005856515,0.047340166
"1547","12073002606",0.073817762,0.07266436
"1548","12073002701",0.108368201,0.127615063
"1549","12073002702",0.092210968,0.099545931
"1550","12075970101",0.020375677,0.187519898
"1551","12075970102",0.037869063,0.19801027
"1552","12075970200",0.058090111,0.245395296
"1553","12075970301",0.233333333,0.278947368
"1554","12075970302",0.039726288,0.324843186
"1555","12075970400",0.559370315,0.643328336
"1556","12075970500",0.028169014,0.156252954
"1557","12075970600",0.011227255,0.217189315
"1558","12075970700",0.536572485,0.625297069
"1559","12077950100",0.331769122,0.170342562
"1560","12077950200",0.132768362,0.118361582
"1561","12079110100",0.13101983,0.105169972
"1562","12079110200",0.401983817,0.211172018
"1563","12079110301",0.028093246,0.079497908
"1564","12079110302",0.039193303,0.055936073
"1565","12079110400",0.244922106,0.252810097
"1566","12081000101",0.202868852,0.323770492
"1567","12081000103",0.041666667,0.087719298
"1568","12081000105",0.360338573,0.188633615
"1569","12081000106",0.019496344,0.030056864
"1570","12081000201",0.869257951,0.209490156
"1571","12081000202",0.16246216,0.097376387
"1572","12081000304",0.004995005,0.148851149
"1573","12081000305",0.317512275,0.153027823
"1574","12081000306",0,0.192771084
"1575","12081000307",0.001564945,0.106416275
"1576","12081000308",0.004109589,0.228767123
"1577","12081000309",0,0.221402214
"1578","12081000310",0.058301648,0.125475285
"1579","12081000403",0.396449704,0.416568047
"1580","12081000405",0,0.041148325
"1581","12081000406",0,0.198711063
"1582","12081000407",0,0.036514523
"1583","12081000408",0.005948447,0.184401851
"1584","12081000501",0,0.086567164
"1585","12081000503",0,0.1015625
"1586","12081000504",0,0.169701384
"1587","12081000601",0.141098485,0.196022727
"1588","12081000603",0.474207582,0.077066501
"1589","12081000604",0.024271845,0.072815534
"1590","12081000703",0.187279152,0.357773852
"1591","12081000704",0.507806691,0.632713755
"1592","12081000705",0.483870968,0.698751301
"1593","12081000803",0.015514334,0.15851602
"1594","12081000804",0.038974907,0.199679658
"1595","12081000805",0.325423729,0.238983051
"1596","12081000807",0.094410877,0.150302115
"1597","12081000808",0.104502973,0.140186916
"1598","12081000809",0.017977528,0.074157303
"1599","12081000810",0.056713359,0.149982918
"1600","12081000901",0.248057382,0.337118948
"1601","12081000902",0.165559772,0.150379507
"1602","12081001000",0.529431551,0.606458123
"1603","12081001104",0.560273972,0.643835616
"1604","12081001105",0,0.248511905
"1605","12081001106",0.002212389,0.188053097
"1606","12081001107",0.9425,0.97
"1607","12081001108",0.998736576,0.994314593
"1608","12081001202",0.136016301,0.208354559
"1609","12081001203",0.12927284,0.241765071
"1610","12081001204",0.487654321,0.537763253
"1611","12081001300",0.671728972,0.820093458
"1612","12081001402",0.999224205,0.996121024
"1613","12081001403",0.329144225,0.536205865
"1614","12081001404",0.467218771,0.618357488
"1615","12081001501",0.004600345,0.059804485
"1616","12081001502",0.275565124,0.41926803
"1617","12081001601",0.417079208,0.599628713
"1618","12081001602",0.169617894,0.31500466
"1619","12081001701",0.990377498,0.976313842
"1620","12081001703",0.995012469,0.969243558
"1621","12081001704",1,0.989473684
"1622","12081001800",0.992884371,0.995425667
"1623","12081001904",0.24515629,0.505812452
"1624","12081001907",0.070967741,0.141935484
"1625","12081001908",0.044745484,0.077586207
"1626","12081001909",0.093621399,0.210390947
"1627","12081001910",0.103448276,0.120145191
"1628","12081001911",0.0514377,0.079233227
"1629","12081001912",0.075949367,0.188339087
"1630","12081001913",0.142643986,0.189794091
"1631","12081001914",0.0842235,0.13599014
"1632","12081002003",0.789911308,0.920731707
"1633","12081002005",0.17529472,0.197847258
"1634","12081002007",0.034832954,0.112661352
"1635","12081002008",0.036123348,0.148017621
"1636","12081002010",0.146276596,0.175531915
"1637","12081002011",0.299151344,0.857850071
"1638","12081002012",0.082793709,0.173913043
"1639","12081002013",0.267615659,0.367829181
"1640","12081002014",0.134995144,0.168339268
"1641","12081002015",0.02223408,0.214514408
"1642","12081002016",0.126396237,0.115814227
"1643","12081002017",0.217431192,0.181651376
"1644","12083000100",0.10886392,0.116104869
"1645","12083000200",0.053749734,0.173783726
"1646","12083000301",0.055128205,0.138034188
"1647","12083000302",0.006107718,0.15435869
"1648","12083000401",0.188249897,0.108398842
"1649","12083000402",0.283978045,0.098013591
"1650","12083000501",0.122350472,0.08772298
"1651","12083000502",0.125053533,0.104496788
"1652","12083000601",0.205740343,0.068669528
"1653","12083000602",0.137494022,0.044476327
"1654","12083000604",0.138888889,0.097660819
"1655","12083000605",0.222608696,0.039652174
"1656","12083000701",0.112242164,0.059201714
"1657","12083000702",0.051192756,0.084798886
"1658","12083000801",0.00169552,0.093342852
"1659","12083000802",0.00945076,0.119572661
"1660","12083000901",0.00481265,0.199381231
"1661","12083000902",0.01966016,0.228619576
"1662","12083001003",0.285194805,0.202597403
"1663","12083001004",0.004504302,0.13157065
"1664","12083001005",0.062753741,0.130147315
"1665","12083001006",0.006501744,0.180780209
"1666","12083001007",0.019906929,0.280765253
"1667","12083001008",0.014925373,0.124801524
"1668","12083001102",0.125710227,0.1640625
"1669","12083001103",0.003735326,0.158662398
"1670","12083001104",0.086194302,0.16824933
"1671","12083001204",0,0.144045445
"1672","12083001205",0.171653543,0.081102362
"1673","12083001206",0.087418301,0.033496732
"1674","12083001207",0.029447196,0.107482265
"1675","12083001208",0,0.171696848
"1676","12083001301",0.000584624,0.189418299
"1677","12083001302",0.051239116,0.292364367
"1678","12083001401",0.161607143,0.271875
"1679","12083001402",0.042808219,0.203767123
"1680","12083001500",0.101241272,0.265321955
"1681","12083001600",0.117324561,0.175438596
"1682","12083001700",0.125782228,0.163954944
"1683","12083001800",0.168714169,0.196560197
"1684","12083001900",0.069160998,0.065192744
"1685","12083002001",0.062447257,0.079324895
"1686","12083002002",0.190438247,0.219123506
"1687","12083002100",0.041939712,0.079510703
"1688","12083002201",0.03860523,0.114570361
"1689","12083002202",0.055755395,0.129496403
"1690","12083002203",0.094183741,0.22075347
"1691","12083002301",0.084313725,0.127058824
"1692","12083002302",0.020248668,0.21598579
"1693","12083002401",0.070247934,0.097402597
"1694","12083002402",0.015873016,0.142857143
"1695","12083002502",0.011152416,0.185696583
"1696","12083002503",0.023319616,0.214677641
"1697","12083002504",0.008293462,0.099521531
"1698","12083002601",0.027965285,0.150969677
"1699","12083002602",0.068657323,0.193784278
"1700","12083002604",0.016325171,0.142428786
"1701","12083002605",0.003675759,0.140259238
"1702","12083002606",0.004637097,0.127620968
"1703","12083002701",0.014768221,0.150348694
"1704","12083002702",0.081353827,0.16689955
"1705","12083980000",0,0
"1706","12083980100",1,1
"1707","12086000107",1,0.844720497
"1708","12086000109",0.890394089,0.942118227
"1709","12086000113",0.972727273,0.981818182
"1710","12086000115",0.833333333,0.874509804
"1711","12086000118",0.3125,0.9375
"1712","12086000119",0.99009901,0.99009901
"1713","12086000120",1,0.99905838
"1714","12086000121",0.97752809,0.887640449
"1715","12086000122",0.961538462,0.846153846
"1716","12086000123",0.958702065,0.991150442
"1717","12086000124",0.773584906,0.820754717
"1718","12086000125",1,0.842105263
"1719","12086000126",0.70967742,1
"1720","12086000127",1,1
"1721","12086000128",0.948805461,0.955631399
"1722","12086000129",1,0.9
"1723","12086000130",0.37037037,0.888888889
"1724","12086000131",0.981818182,0.981818182
"1725","12086000132",0.816326531,0.897959184
"1726","12086000133",0.997252747,0.991758242
"1727","12086000134",0.517094017,0.91025641
"1728","12086000140",1,1
"1729","12086000202",0.052419355,0.06797235
"1730","12086000204",0,0.346853147
"1731","12086000206",0.095836087,0.208195638
"1732","12086000209",0.290853032,0.41315519
"1733","12086000211",0.131127451,0.351715686
"1734","12086000212",0.189393939,0.318181818
"1735","12086000213",0.08531746,0.181547619
"1736","12086000214",0.367509987,0.446071904
"1737","12086000215",0.359663866,0.515966387
"1738","12086000216",0.112534309,0.210430009
"1739","12086000217",0.877406282,0.71935157
"1740","12086000218",0.100147275,0.176730486
"1741","12086000219",0.607533414,0.434993925
"1742","12086000220",0.291569087,0.329039813
"1743","12086000301",0.36209068,0.366498741
"1744","12086000302",0.789156627,0.371987952
"1745","12086000305",0.901168969,0.419766206
"1746","12086000306",0.402816901,0.38028169
"1747","12086000307",0.002293578,0.249235474
"1748","12086000308",0.454608939,0.375
"1749","12086000402",0.0063593,0.635930048
"1750","12086000403",0.275779376,0.195683453
"1751","12086000404",0.052465234,0.062579014
"1752","12086000405",0,0.443729904
"1753","12086000408",0.240032547,0.375101709
"1754","12086000409",0,0.111753372
"1755","12086000410",0,0.572881356
"1756","12086000411",0.020127118,0.195974576
"1757","12086000412",0.207459207,0.27972028
"1758","12086000413",0.273515677,0.225483656
"1759","12086000414",0.286384977,0.294600939
"1760","12086000501",0.019198193,0.542631282
"1761","12086000503",0.31407206,0.227056424
"1762","12086000504",0.018242123,0.583747927
"1763","12086000505",0.453349282,0.291866029
"1764","12086000601",0.236243581,0.129126926
"1765","12086000602",0.298192771,0.195783133
"1766","12086000603",0.485654304,0.301609517
"1767","12086000604",0.619402985,0.349680171
"1768","12086000605",0.618759455,0.240544629
"1769","12086000607",0.718562874,0.352437981
"1770","12086000608",0.718190386,0.399622997
"1771","12086000705",0.505747126,0.823754789
"1772","12086000706",0.265917603,0.745318352
"1773","12086000707",0.353904282,0.010075567
"1774","12086000708",0.270485282,0.309466985
"1775","12086000709",0.989808917,0.699363057
"1776","12086000710",0.98340249,0.780082988
"1777","12086000711",0.868442292,0.447134786
"1778","12086000712",0.659142212,0.428893905
"1779","12086000804",0.193612774,0.351297405
"1780","12086000805",0.421981004,0.289687924
"1781","12086000806",0.721624851,0.45041816
"1782","12086000807",0.409876543,0.187654321
"1783","12086000808",0.72739726,0.628767123
"1784","12086000901",0.621565578,0.273716952
"1785","12086000902",0.728100114,0.27076223
"1786","12086000903",0.392175573,0.423664122
"1787","12086001002",0.368231047,0.513666839
"1788","12086001003",0.674846626,0.429447853
"1789","12086001004",0.251213592,0.337985437
"1790","12086001005",0.260759494,0.974683544
"1791","12086001006",0.270414993,0.882195448
"1792","12086001101",0.306273063,0.411808118
"1793","12086001102",0.002506266,0.487886383
"1794","12086001103",0,0.228864219
"1795","12086001104",0.034188035,0.460927961
"1796","12086001203",0.633360193,0.688154714
"1797","12086001204",1,0.996615905
"1798","12086001205",0.610732538,0.758943782
"1799","12086001206",0.769535114,0.948565776
"1800","12086001301",0.834805653,0.963780919
"1801","12086001302",0.48524118,0.666666667
"1802","12086001401",0.39225422,0.537239325
"1803","12086001402",0.074901445,0.968462549
"1804","12086001501",0.409295352,0.413793103
"1805","12086001502",0.057744565,0.273777174
"1806","12086001602",0.696495619,0.349186483
"1807","12086001603",0.568651276,0.205346294
"1808","12086001605",0.894308943,0.715447154
"1809","12086001606",0.081570997,0.193353474
"1810","12086001701",0.309206349,0.256507937
"1811","12086001702",0.125,0.20112782
"1812","12086001703",0.833579882,0.458579882
"1813","12086001801",0.069668649,0.448598131
"1814","12086001802",0.526438569,0.637636081
"1815","12086001803",0.224852071,0.360946746
"1816","12086001901",0.666347076,0.422818792
"1817","12086001903",0.172642762,0.310756972
"1818","12086001904",0.052181352,0.249786142
"1819","12086002001",0.290854573,0.329835082
"1820","12086002003",0.029005525,0.733425414
"1821","12086002004",0,0.252459016
"1822","12086002100",0.468397291,0.612866817
"1823","12086002201",0,0.139889197
"1824","12086002202",0,0.394011976
"1825","12086002300",0.017396521,0.26034793
"1826","12086002402",0.996858639,0.351832461
"1827","12086002403",0.933951333,0.292004635
"1828","12086002404",0.902474527,0.436681223
"1829","12086002501",0.326388889,0.343253968
"1830","12086002502",0.039903265,0.286577993
"1831","12086002600",0.118790497,0.342332613
"1832","12086002702",0.091439689,0.359922179
"1833","12086002703",1,1
"1834","12086002705",0.303571429,0.580357143
"1835","12086002706",0.846153846,0.990384615
"1836","12086002800",0.003067485,0.214723926
"1837","12086002900",0.220833333,0.498958333
"1838","12086003001",0.616513761,0.752293578
"1839","12086003003",0.998659517,0.986595174
"1840","12086003004",0.993197279,0.965986395
"1841","12086003100",0.035476718,0.33037694
"1842","12086003400",0,0.361386139
"1843","12086003601",0.486590038,0.555555556
"1844","12086003602",0.919104991,0.922547332
"1845","12086003702",0.215827339,0.40647482
"1846","12086003703",0.375,0.59375
"1847","12086003704",0.173228346,0.559055118
"1848","12086003705",0.979166667,0.958333333
"1849","12086003706",0.00952381,0.314285714
"1850","12086003707",0.019230769,0.346153846
"1851","12086003801",0.99044586,0.99044586
"1852","12086003803",0.931558935,1
"1853","12086003804",0.970326409,0.989614243
"1854","12086003906",0.996233522,0.997175141
"1855","12086003909",0.701219512,0.865853659
"1856","12086003911",1,1
"1857","12086003912",1,0.998862344
"1858","12086003913",0.997058824,1
"1859","12086003914",0.922680412,1
"1860","12086003915",1,1
"1861","12086003916",1,1
"1862","12086003917",0.996784566,1
"1863","12086003918",0.990291262,0.990291262
"1864","12086003919",1,1
"1865","12086003921",0.3,1
"1866","12086003922",0.789473684,0.947368421
"1867","12086004000",0.998525074,0.997050147
"1868","12086004102",1,1
"1869","12086004103",1,0.931372549
"1870","12086004105",0.983425414,0.972375691
"1871","12086004106",1,0.99877601
"1872","12086004203",1,1
"1873","12086004204",1,1
"1874","12086004205",1,1
"1875","12086004206",0.994350282,1
"1876","12086004301",1,1
"1877","12086004303",1,1
"1878","12086004304",1,1
"1879","12086004403",1,1
"1880","12086004404",1,1
"1881","12086004405",1,1
"1882","12086004406",1,1
"1883","12086004500",0.821428572,0.954545455
"1884","12086004602",1,0.997715156
"1885","12086004605",1,1
"1886","12086004607",1,0.993103448
"1887","12086004608",1,1
"1888","12086004701",0.589700056,0.542727787
"1889","12086004702",0.296855346,0.432704403
"1890","12086004703",0.735244519,0.566610455
"1891","12086004901",1,0.701612903
"1892","12086004902",0.261523989,0.252116651
"1893","12086005001",0.999383097,0.685379395
"1894","12086005002",0.572874494,0.300607287
"1895","12086005102",0.772131148,0.82295082
"1896","12086005103",0.139037433,0.165775401
"1897","12086005104",1,0.683794466
"1898","12086005201",0.548628429,0.680798005
"1899","12086005202",0.962555066,0.964757709
"1900","12086005302",0.532163743,0.606237817
"1901","12086005303",0.414492753,0.568115942
"1902","12086005304",0.206043956,0.414835165
"1903","12086005403",0,0.607913669
"1904","12086005405",0,0.419520548
"1905","12086005406",0.123188406,0.492753623
"1906","12086005407",0,0.144486692
"1907","12086005409",0,0.635483871
"1908","12086005410",0,0.538961039
"1909","12086005501",0.005147059,0.222794118
"1910","12086005502",0.102505695,0.362186788
"1911","12086005600",0.011058452,0.25671406
"1912","12086005701",0.298283262,0.318311874
"1913","12086005703",0.897959184,0.428571429
"1914","12086005704",0.16636528,0.211573237
"1915","12086005801",0,0.338618347
"1916","12086005802",0.042472864,0.220386975
"1917","12086005901",0,0.261524823
"1918","12086005902",0.097328244,0.261450382
"1919","12086005903",0.213261649,0.58781362
"1920","12086005904",0,0.436185133
"1921","12086006001",0.000890472,0.743544078
"1922","12086006002",0.070212766,0.481382979
"1923","12086006101",0,0.354541039
"1924","12086006102",0.026884555,0.318924618
"1925","12086006201",0.00621118,0.413043478
"1926","12086006203",0.086206897,0.364942529
"1927","12086006205",0.345679012,0.447530864
"1928","12086006206",0.042692939,0.290640394
"1929","12086006301",0.004545455,0.273863636
"1930","12086006302",0,0.403584229
"1931","12086006401",0,0.544704264
"1932","12086006402",0,0.401685393
"1933","12086006403",0,0.246523388
"1934","12086006501",0,0.466666667
"1935","12086006503",0,0.441690962
"1936","12086006504",0,0.276872964
"1937","12086006601",0.076246334,0.387096774
"1938","12086006602",0.178913738,0.408945687
"1939","12086006702",0.141346154,0.405769231
"1940","12086006705",0.727272727,0.818181818
"1941","12086006706",0.571428572,0.571428571
"1942","12086006707",0.967741935,0.870967742
"1943","12086006709",1,0.909090909
"1944","12086006711",1,1
"1945","12086006713",1,1
"1946","12086006714",1,1
"1947","12086006801",0.04109589,0.310958904
"1948","12086006802",0.292640693,0.470995671
"1949","12086006900",0,0.402820356
"1950","12086007001",0,0.421388102
"1951","12086007002",0.01921757,0.553877831
"1952","12086007101",0,0.378594249
"1953","12086007103",0.005649718,0.418079096
"1954","12086007104",0,0.232597623
"1955","12086007200",0,0.352235551
"1956","12086007300",0.154882155,0.354096521
"1957","12086007400",0.064234132,0.400988217
"1958","12086007501",0.013461538,0.435576923
"1959","12086007503",0.008474576,0.165254237
"1960","12086007601",0.007253886,0.25492228
"1961","12086007603",0.086009174,0.19266055
"1962","12086007604",0.124546553,0.27267231
"1963","12086007605",0.174657534,0.313356164
"1964","12086007606",0.496004566,0.359589041
"1965","12086007701",0.219944598,0.4033241
"1966","12086007702",0.17621338,0.241364233
"1967","12086007704",0.002262443,0.266968326
"1968","12086007705",0.380636605,0.236074271
"1969","12086007801",0.296296297,0.49691358
"1970","12086007804",0.164158687,0.195622435
"1971","12086007805",0.256606397,0.259388039
"1972","12086007806",0.052936911,0.327048586
"1973","12086007807",0.508553655,0.330482115
"1974","12086007901",0.048145225,0.275453828
"1975","12086007902",0.063463282,0.431550317
"1976","12086008000",0.908866995,0.892857143
"1977","12086008101",0.579825259,0.498014297
"1978","12086008102",0.471817606,0.327422419
"1979","12086008202",0.619672131,0.600819672
"1980","12086008205",0.694941634,0.690272374
"1981","12086008206",0.578445748,0.551319648
"1982","12086008207",0.675962816,0.78685259
"1983","12086008208",0.342261904,0.432291667
"1984","12086008209",0.655940594,0.653465347
"1985","12086008304",0.212607674,0.307752545
"1986","12086008305",0.402270884,0.422546634
"1987","12086008306",0.057407407,0.233333333
"1988","12086008307",0.008479067,0.145733969
"1989","12086008308",0,0.364500792
"1990","12086008309",0,0.331081081
"1991","12086008405",0.293460925,0.358851675
"1992","12086008407",0.605008787,0.628295255
"1993","12086008409",0.278411911,0.437220844
"1994","12086008410",0,0.349433218
"1995","12086008412",0,0.211097708
"1996","12086008414",0.158841941,0.411580595
"1997","12086008415",0.262041284,0.417431193
"1998","12086008416",0.200282087,0.877291961
"1999","12086008417",0,0.371428571
"2000","12086008418",0.808035714,0.577380952
"2001","12086008419",0.973865199,0.980742779
"2002","12086008501",0.012676056,0.108920188
"2003","12086008502",0.023700306,0.172018349
"2004","12086008601",0.019292605,0.1414791
"2005","12086008602",0.620155039,0.504360465
"2006","12086008701",0.060185185,0.087962963
"2007","12086008702",0.122182681,0.071174377
"2008","12086008803",0.002569044,0.920359666
"2009","12086008804",0,0.310880829
"2010","12086008805",0.229148376,0.433713784
"2011","12086008806",0.000940734,0.345249294
"2012","12086008901",0.587420043,0.23880597
"2013","12086008902",0.447429907,0.127336449
"2014","12086008904",1,1
"2015","12086008906",0.272943038,0.204113924
"2016","12086008907",0.547455296,0.141678129
"2017","12086009006",0.996882793,0.437032419
"2018","12086009010",0.443586443,0.293436293
"2019","12086009014",0.885620915,0.032679739
"2020","12086009015",0.684210526,0.131578947
"2021","12086009017",0.6,0.171428571
"2022","12086009019",0.61061947,0.394690265
"2023","12086009020",1,0.773584906
"2024","12086009021",1,0.819642857
"2025","12086009022",0.960280374,0.441588785
"2026","12086009023",0.298507463,0.02238806
"2027","12086009024",0.714285714,0.714285714
"2028","12086009026",0.916666667,0.416666667
"2029","12086009027",0.80952381,0.238095238
"2030","12086009028",0.497747748,0.331081081
"2031","12086009029",0.464285714,0.25
"2032","12086009030",0.807692308,0.230769231
"2033","12086009031",1,0.434782609
"2034","12086009034",0.292640391,0.391349843
"2035","12086009035",0.119112319,0.349184783
"2036","12086009036",0.019795658,0.056832695
"2037","12086009038",0.008445946,0.052364865
"2038","12086009039",0.193867458,0.027695351
"2039","12086009040",0.765474162,0.85633163
"2040","12086009043",0.764175258,0.165592784
"2041","12086009044",0.213190184,0.237730061
"2042","12086009046",0.333333333,0.083333333
"2043","12086009047",0.578796562,0.151862464
"2044","12086009100",0.369085173,0.440378549
"2045","12086009200",0.19739479,0.176352705
"2046","12086009305",0.657047724,0.987236404
"2047","12086009306",0.505257887,0.922884326
"2048","12086009307",0.288018433,0.914746544
"2049","12086009308",0.265277778,0.568055556
"2050","12086009309",0.408769448,0.968882603
"2051","12086009311",0.520920502,0.654811715
"2052","12086009312",0.601960784,0.98627451
"2053","12086009313",0.995264404,0.979479084
"2054","12086009314",0.88590604,1
